group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title,friend,is_marked
535949049,千户战后维护研究所,,1526448028,64,200,,535949049,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1644408015,1710942086,0,False,True,False,0,member,,TRUE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1715265766,1735896102,0,False,True,False,0,member,,TRUE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1686414137,1734503337,0,False,True,False,0,admin,,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1715262637,1736519370,0,False,True,False,0,owner,,TRUE,FALSE
676092890,<$??>少女终末旅行?<$??>,,1511880620,76,200,,676092890,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1686414985,1708528354,0,False,True,False,0,member,,TRUE,FALSE
681691883,少女終末旅行閒聊群（二群）,,1719573075,36,200,,681691883,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1719573075,1722419138,0,False,True,False,0,owner,,TRUE,FALSE
683885461,??海东甜点品鉴会??,,1668946178,152,200,,683885461,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1717165677,1734361192,0,False,True,False,0,member,,TRUE,FALSE
750903149,闲聊群备用群,,1686134324,81,200,,750903149,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1686134324,1686149542,0,False,True,False,0,owner,,TRUE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1659318007,1735635560,0,False,True,False,0,admin,宪兵队,TRUE,FALSE
885435615,少女终末旅行周边群,,1691657639,688,2000,,885435615,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1691661246,1735098150,0,False,True,False,0,admin,,TRUE,FALSE
934319295,学习资料交流群（第六共和国）,,1711637760,94,200,,934319295,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1711637761,1725374626,0,False,True,False,0,member,群电子星怒,TRUE,FALSE
935065119,终末军事爱好者交流群,,1696512629,85,200,,935065119,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1707236144,1736273734,0,False,True,False,0,member,,TRUE,FALSE
945477199,老年人养老院,,1710771622,25,200,,945477199,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1722357715,1734715067,0,False,True,False,0,member,,TRUE,FALSE
982655391,神明大人の小卦馆,,1726650366,29,200,,982655391,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1726659029,1736526494,0,False,True,False,0,member,,TRUE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3089427988,蜀维埃,蜀维埃,unknown,0,,1,0,1734799303,1735660458,0,False,True,False,0,member,,TRUE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1711604313,1736522941,0,False,True,True,0,member,,FALSE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1731826450,1735989161,0,False,True,True,0,member,,FALSE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1735143034,1735383226,0,False,True,True,0,member,,FALSE,FALSE
683885461,??海东甜点品鉴会??,,1668946178,152,200,,683885461,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1731759633,1735979689,0,False,True,True,0,member,,FALSE,FALSE
934319295,学习资料交流群（第六共和国）,,1711637760,94,200,,934319295,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1712756885,1735986657,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3889001246,幽幽子,幽幽子,unknown,0,,1,0,1733755974,1736503486,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,2854197266,AL_1S,AL_1S,unknown,0,,1,0,1720975280,1731605528,0,False,True,True,0,member,,FALSE,FALSE
174113785,尤莉战后维护研究所,,1519021799,283,500,,174113785,2854197266,AL_1S,AL_1S,unknown,0,,1,0,1722277984,1725005724,0,False,True,True,0,member,,FALSE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,2854197266,AL_1S,AL_1S,unknown,0,,1,0,1731826474,1735471437,0,False,True,True,0,member,,FALSE,FALSE
934319295,学习资料交流群（第六共和国）,,1711637760,94,200,,934319295,2854197266,AL_1S,AL_1S,unknown,0,,1,0,1720975277,1732006273,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,2854197266,AL_1S,AL_1S,unknown,0,,1,0,1725973495,1734711572,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1715666851,1735320421,0,False,True,False,0,member,,TRUE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,3509257022,究极无敌屑的龙辉,龙辉.7z,unknown,0,,70,0,1711732054,1736528215,0,False,True,False,0,member,吉祥物,TRUE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1711731115,1735654425,0,False,True,False,1717237371,member,,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1711731338,1736483620,0,False,True,False,0,member,,TRUE,FALSE
750903149,闲聊群备用群,,1686134324,81,200,,750903149,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1705110707,1705110707,0,False,True,False,0,member,,TRUE,FALSE
885435615,少女终末旅行周边群,,1691657639,688,2000,,885435615,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1710253968,1724518502,0,False,True,False,0,member,,TRUE,FALSE
934319295,学习资料交流群（第六共和国）,,1711637760,94,200,,934319295,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1726510490,1728222505,0,False,True,False,0,member,,TRUE,FALSE
945477199,老年人养老院,,1710771622,25,200,,945477199,3509257022,究极无敌屑的龙辉,究极无敌屑的龙辉,unknown,0,,1,0,1712381542,1734709167,0,False,True,False,0,member,,TRUE,FALSE
982655391,神明大人の小卦馆,,1726650366,29,200,,982655391,3509257022,究极无敌屑的龙辉,后台摸鱼的龙辉,unknown,0,,1,0,1726652087,1736506707,0,False,True,False,0,member,小学徒,TRUE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889080502,宇佐见莲子,宇佐见莲子,unknown,0,,1,0,1730041730,1730041853,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3889080502,宇佐见莲子,宇佐见莲子,unknown,0,,1,0,1734692778,1734692794,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,1186526016,Arisu.,Arisu.（可怜初三牲已开学别踢）,unknown,0,,1,0,1717697463,1735384826,0,False,True,False,0,member,,FALSE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,1186526016,Arisu.,Arisu.（可怜初三牲已开学别踢）,unknown,0,,1,0,1717697482,1736551962,0,False,True,False,0,member,,FALSE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,1186526016,Arisu.,Arisu.,unknown,0,,1,0,1717697469,1733235167,0,False,True,False,0,member,,FALSE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,1186526016,Arisu.,Arisu.（可怜初三牲已开学别踢）,unknown,0,,1,0,1717696552,1735661237,0,False,True,False,0,member,,FALSE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,1186526016,Arisu.,Arisu.（可怜初三牲已开学别踢）,unknown,0,,1,0,1717697661,1724750243,0,False,True,False,0,member,,FALSE,FALSE
885435615,少女终末旅行周边群,,1691657639,688,2000,,885435615,1186526016,Arisu.,Arisu.（可怜初三牲已开学别踢）,unknown,0,,1,0,1723649927,1728135266,0,False,True,False,0,member,,FALSE,FALSE
935065119,终末军事爱好者交流群,,1696512629,85,200,,935065119,1186526016,Arisu.,Arisu.,unknown,0,,1,0,1718184449,1718184449,0,False,True,False,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,2949593024,脸猫不吃鱼,芙沙,unknown,0,,1,0,1674405790,1735927603,0,False,True,False,0,admin,笨蛋の镜花,TRUE,FALSE
174113785,尤莉战后维护研究所,,1519021799,283,500,,174113785,2949593024,脸猫不吃鱼,芙沙大人,unknown,0,,1,0,1685372543,1734936688,0,False,True,False,0,member,,TRUE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,2949593024,脸猫不吃鱼,神明大人,unknown,0,,1,0,1672756034,1736438245,0,False,True,False,0,admin,【神算子】,TRUE,FALSE
457057264,少女终末旅行吧群,,1507334025,341,2000,,457057264,2949593024,脸猫不吃鱼,脸猫不吃鱼,unknown,0,,1,0,1685372961,1686989519,0,False,True,False,0,member,,TRUE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,2949593024,脸猫不吃鱼,脸猫不吃鱼,unknown,0,,1,0,1711363149,1735814647,0,False,True,False,0,member,,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,2949593024,脸猫不吃鱼,掌管记忆の神明大人,unknown,0,,1,0,1686108151,1736347890,0,False,True,False,0,admin,丝之歌,TRUE,FALSE
681691883,少女終末旅行閒聊群（二群）,,1719573075,36,200,,681691883,2949593024,脸猫不吃鱼,脸猫不吃鱼,unknown,0,,1,0,1719573193,1729612534,0,False,True,False,0,admin,,TRUE,FALSE
750903149,闲聊群备用群,,1686134324,81,200,,750903149,2949593024,脸猫不吃鱼,脸猫不吃鱼,unknown,0,,1,0,1686134466,1686134466,0,False,True,False,0,admin,,TRUE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,2949593024,脸猫不吃鱼,芙沙大人,unknown,0,,1,0,1672848817,1717330933,0,False,True,False,0,member,,TRUE,FALSE
945477199,老年人养老院,,1710771622,25,200,,945477199,2949593024,脸猫不吃鱼,沙拉酱,unknown,0,,1,0,1710771733,1736340218,0,False,True,False,0,admin,扇山羊享受者,TRUE,FALSE
982655391,神明大人の小卦馆,,1726650366,29,200,,982655391,2949593024,脸猫不吃鱼,叫脸的猫,unknown,0,,61,0,1726650366,1736527083,0,False,True,False,0,owner,是个书生,TRUE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,642787080,秋叶沙桦,秋叶沙桦,unknown,0,,1,0,1711727626,1736517213,0,False,True,False,0,member,,TRUE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,642787080,秋叶沙桦,露米娅,unknown,0,,1,0,1674321620,1736521006,0,False,True,False,0,member,菜包狗,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,642787080,秋叶沙桦,秋叶沙桦,unknown,0,,100,0,1686464186,1736523626,0,False,True,False,0,member,白给大师,TRUE,FALSE
681691883,少女終末旅行閒聊群（二群）,,1719573075,36,200,,681691883,642787080,秋叶沙桦,秋叶沙桦,unknown,0,,1,0,1719573236,1723087479,0,False,True,False,0,member,,TRUE,FALSE
750903149,闲聊群备用群,,1686134324,81,200,,750903149,642787080,秋叶沙桦,秋叶沙桦,unknown,0,,1,0,1713612854,1713612854,0,False,True,False,0,member,,TRUE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,642787080,秋叶沙桦,秋叶沙桦,unknown,0,,1,0,1720756109,1735661338,0,False,True,False,0,member,,TRUE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,1206557255,古明地恋,古明地恋,unknown,0,,1,0,1693748517,1693748786,0,False,True,False,0,member,,FALSE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,1206557255,古明地恋,? ? ?,unknown,0,,1,0,1691233745,1698836217,0,False,True,False,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,1410474719,浮庸子,浮庸子,unknown,0,,1,0,1674539070,1719576847,0,False,True,False,0,member,浮庸子,FALSE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,1410474719,浮庸子,浮庸子,unknown,0,,1,0,1674540232,1714753481,0,False,True,False,0,member,,FALSE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,1410474719,浮庸子,浮庸子,unknown,0,,1,0,1722439190,1728303270,0,False,True,False,0,admin,,FALSE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,1410474719,浮庸子,浮庸子,unknown,0,,1,0,1686317985,1716273417,0,False,True,False,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3243165760,Dojes_,Dojes_,unknown,0,,78,0,1721184779,1736456116,0,False,True,False,1736159086,member,破晓可耐鸭子,FALSE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,3243165760,Dojes_,Dojes_,unknown,0,,1,0,1687662813,1723686777,0,False,True,False,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889030835,九条可怜,九条可怜,unknown,0,,1,0,1735988638,1735988684,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3889030835,九条可怜,九条可怜,unknown,0,,1,0,1733548479,1735710671,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889024489,可怜BOT,可怜BOT,unknown,0,,1,0,1716101037,1736096045,0,False,True,True,0,member,,FALSE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,3889024489,可怜BOT,可怜BOT,unknown,0,,1,0,1731826479,1735210670,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,2690170578,?,?,unknown,0,,1,0,1674555028,1735254619,0,False,True,False,0,member,,FALSE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,2690170578,?,?,unknown,0,,69,0,1686150244,1736410367,0,False,True,False,0,member,陰暗逼之力,FALSE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,2690170578,?,?,unknown,0,,1,0,1658461392,1707408900,0,False,True,False,0,member,,FALSE,FALSE
885435615,少女终末旅行周边群,,1691657639,688,2000,,885435615,2690170578,?,?,unknown,0,,1,0,1729278966,1736411251,0,False,True,False,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3804318984,恋恋mk.II,恋恋mk.II,unknown,0,,1,0,1726831892,1734281198,0,False,True,False,1736793557,member,,TRUE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,3804318984,恋恋mk.II,恋恋mk.II,unknown,0,,45,0,1729698613,1736519406,0,False,True,False,1736281074,member,C！C！B！,TRUE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,3804318984,恋恋mk.II,恋恋mk.II,unknown,0,,1,0,1727844610,1736527698,0,False,True,False,0,member,,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,3804318984,恋恋mk.II,恋恋mk.II,unknown,0,,1,0,1699894311,1731596695,0,False,True,False,1736674036,member,,TRUE,FALSE
934319295,学习资料交流群（第六共和国）,,1711637760,94,200,,934319295,3804318984,恋恋mk.II,恋恋mk.II,unknown,0,,1,0,1729613261,1735742894,0,False,True,False,1738248518,member,抑一时无意识,TRUE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889012927,恋萌萌_5i4,恋萌萌_5i4,unknown,0,,1,0,1724734143,1736181412,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3889012927,恋萌萌_5i4,恋萌萌_5i4,unknown,0,,1,0,1735651914,1736173644,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,3889080805,玛艾露贝莉·赫恩,玛艾露贝莉·赫恩,unknown,0,,1,0,1735934392,1735934393,0,False,True,True,0,member,,FALSE,FALSE
994103958,宇宙无敌魔王军,,1721382687,144,200,,994103958,3889080805,玛艾露贝莉·赫恩,玛艾露贝莉·赫恩,unknown,0,,1,0,1734692744,1734692763,0,False,True,True,0,member,,FALSE,FALSE
113893015,雀⑨城,,1674404138,63,200,,113893015,930203408,四方之中,四方之中,unknown,0,,1,0,1711604568,1735280989,0,False,True,False,0,member,四方之中,TRUE,FALSE
174113785,尤莉战后维护研究所,,1519021799,283,500,,174113785,930203408,四方之中,四方之中,unknown,0,,1,0,1710067042,1735659591,0,False,True,False,0,member,,TRUE,FALSE
415948551,脸扁奇妙の小群,,1666787733,100,200,,415948551,930203408,四方之中,四方之中,unknown,0,,1,0,1719585703,1736262542,0,False,True,False,0,member,,TRUE,FALSE
549469813,多云港,,1705908209,68,200,,549469813,930203408,四方之中,□态多云,unknown,0,,1,0,1714753945,1736299964,0,False,True,False,0,member,哲学佬,TRUE,FALSE
553098907,少终哲学社_Phihub,,1668139973,79,500,,553098907,930203408,四方之中,?,unknown,0,,100,0,1708449872,1736527261,0,False,True,False,0,owner,四方文学酱,TRUE,FALSE
649039513,少女終末旅行閑聊群,,1686100480,500,500,,649039513,930203408,四方之中,四方之中,unknown,0,,1,0,1714753677,1736509360,0,False,True,False,0,member,,TRUE,FALSE
681691883,少女終末旅行閒聊群（二群）,,1719573075,36,200,,681691883,930203408,四方之中,四方之中,unknown,0,,1,0,1719574003,1735663017,0,False,True,False,0,member,,TRUE,FALSE
750903149,闲聊群备用群,,1686134324,81,200,,750903149,930203408,四方之中,四方之中,unknown,0,,1,0,1714754346,1714754346,0,False,True,False,0,member,,TRUE,FALSE
829010981,少女终末旅行同好群,,1632030779,162,500,,829010981,930203408,四方之中,四方之中,unknown,0,,1,0,1705503676,1735985727,0,False,True,False,0,member,,TRUE,FALSE
